,date,top_50_trends
318,2019-11-15,"['steveirwinday', 'weloveyoutaylor', 'galacticpickuplines', 'fridaynight', 'talk2wftda', 'superminatl', 'blackoutbts', 'twitterforgood', 'askchrisandrian', 'ibottagratefulgiveaway', 'irollmyeyes', 'flashbackfriday', 'americarecyclesday', 'quitlying', 'funfactfriday', 'fightingforwonho', 'askij', 'losersselfieday', 'witnessintimidation', 'gopcorruptionovercountry', 'cashappfriday', 'trumpbriberycrimes', 'holidaypartybailoutexcuses', 'imisshavingchex', 'denny heck', 'the dow', ""aubrey o'day"", 'poe 2', 'dollface', 'voluntad popular', 'richard burke', 'david holmes', 'shofar', 'jay ajayi', 'didi gregorius', 'path of exile 2', 'tedra cobb', 'abdc', 'yu darvish', 'yelich', 'elise', 'big sean', 'stefanik', 'romanceverifiedfan', 'resignnowtrump', 'suspendrudolph', 'jabbawockeez', 'roger stone', 'impeachinghearings', 'freecodefridaycontest']"
319,2019-11-16,"['bighouselive', 'oldmetal', 'rwbyspoilers', 'mnwildfirst', 'princeandrew', 'wisvsneb', 'rhosl', 'tolerancein5words', 'zuckerbergmovies', 'iranprotests', 'gcforarmys', 'geauxvote', 'atinystar1117', 'skycast', 'redphil19', 'tedracobbforcongress', 'weloveyouseventeen', 'aha19', 'msuvsmich', 'bamavsmsst', 'iuvspsu', 'ultabeautyfest', 'unitedforwonho', 'putthanksgivinginasong', '100dayswithwinterbear', 'billbarr', 'focusonyugyeomday', 'collegegameday', 'spencer sanders', 'preview night', 'raekwon davis', 'brian lewerke', 'don brown', 'landon dickerson', 'jay huff', 'schitt', 'emory jones', 'cody white', 'shea patterson', 'snkrs', 'shane lee', 'tommy stevens', 'go green', 'lee corso', 'pat mcafee', 'goblue', 'saturdaymorning', 'sdcc', 'stillwithkap', 'toofarleft']"
320,2019-11-17,"['impeachdonaldtrumpnow', 'nflredzone', 'mbbwithmxot7', 'yangmediablackout', 'ffnow', 'fakedmfacts', 'walterreedhospital', 'jaxvsind', 'thecrown', 'bufvsmia', 'balvshou', 'releasethesyndercut', 'whymenneedabreak', 'nyjvswas', 'novstb', 'getwellsoonariana', 'nflsunday', 'atlvscar', 'httr', 'askfft', 'broncoscountry', 'bringmebojangles', 'bilal powell', 'tre boston', 'dj chark', 'vic beasley', 'deshaun', 'kenjon barner', 'jaylon smith', 'john brown', 'al riveron', 'humphrey', 'vettel', 'oj howard', 'jared cook', 'robert quinn', 'albon', 'justin tucker', 'josh norman', 'rhodes', 'bo scarborough', 'courtland sutton', 'marlon mack', 'selfiesforqueers', 'denvsmin', 'brazilgp', 'hopkins', 'dalvsdet', 'kyle allen', 'houvsbal']"
321,2019-11-18,"['humedialit', 'hypergrowth19', 'ireden', 'whensaintssin', 'kcvslac', 'pgepowershutdown', 'askshek', 'jeopardygoat', 'kubecon2019', 'coybig', 'q997jonas', 'thefive', 'deadlinewh', 'internet4iran', 'mickeymouse', 'bywonhosside', 'firsttake', 'childrensbookaband', 'motleycrueisback', 'shawnmendesisoverparty', 'oktrumper', '2009vs2019', 'nationalprincessday', 'mondaymood', 'youknowitsmyfamilybecause', 'david kelly', 'duncan', 'tim alberta', 'schilling', 'oklahoma walmart', 'ben askren', 'larry walker', 'draya', 'high hopes', 'chone figgins', 'bonds', ""we're on it"", 'detox', 'kelsey berreth', 'stadia', 'west bank', 'salvation army', 'jeter', 'askwale', 'imsosickandtiredof', 'loveontour2020', 'alan moore', 'chickfila', 'pat mcafee', 'addawordruinasong']"
322,2019-11-19,"['ghviplimite10', 'dreamforce19', 'internationalmenday', 'mnwildfirst', 'womensentrepreneurshipday', 'fixthefutureforwonho', 'itvdebate', 'catsmovie', 'unitysummit2019', 'ksidlt', 'btsbreaktheinternet', 'nbatickettuesday', 'superminnyc', 'adviceforboomers', 'yiayrewind', 'thankyoupatrons', 'askjaypark', 'stupidquestionsattailgate', 'luis argudo', 'darling', 'new apartment', 'smash mouth', 'soul train', 'jalil anibaba', 'abu danladi', 'zarek valentin', 'talk to rudy', 'alvas powell', 'new belgium', 'lee nguyen', 'ben sweat', 'lisa frank', 'purple heart', 'levy', 'jump force', 'coys', 'goty', '2009v2019', 'thegameawards', 'ari lennox', 'tottenham', 'mourinho', 'spurs', 'vindman', 'morrison', 'whyimthankfulforpizza', 'devinnunesisanidiot', 'poch', 'lizzo', 'volker']"
323,2019-11-20,"['happybirthdaymichael', 'eie19', 'demdebate', 'latinaequalpayday', 'yodabonedit', 'influencethefutureformx7', 'signsyouareademon', 'sexysides', 'worldchildrensday', 'cuffoscar', 'racks in the middle', 'pam bondi', 'ady barkan', 'the lost boy', 'curb your enthusiasm', 'lock her up', 'stephen tobolowsky', 'song of the year', 'bon iver', 'cordae', 'todd phillips', 'best new artist', 'everyone was in the loop', 'dreamville', 'joker 2', 'mr. giuliani', 'goldman', 'julia roberts', 'continuum of insidiousness', 'charles barkley', 'george washington', 'quid pro quo', 'lil nas x', 'tdor', 'pompeo', 'impeachmentin5words', 'aworldwithoutdeliveryfees', 'thisisbts', 'igor', 'aoty', 'wednesdaywisdom', 'ap rocky', 'nunes', 'grammy', 'sondland', 'melo', 'theconners', 'wednesdaymotivation', 'theresident', 'impactonaxstv']"
324,2019-11-21,"['tickpickme', 'asksophie', 'askrichard', 'powerofrural', 'greatamericansmokeout', 'howireinventmyself', 'rbny', 'ncte2019', 'vete', 'spiritawards', 'atinyselcaday', 'mpatuo', 'atruefriendship', 'hbdtokihyun', 'gaylordpr', 'my1childhoodfearwas', 'wearebetterthanthat', 'thankfulthursday', 'rideonjake', 'nunesnonsense', 'nembhard', 'myles smollett', 'english king', 'posobiec', 'mccann', 'on human scum', 'terrell owens', 'josina anderson', 'fusion gps', 'bibi', 'nixon and trump', 'conaway', 'fred cox', 'lev parnas', 'where is howard baker', 't.o.', 'oann', 'amanda palmer', 'netanyahu', 'sam hunt', 'valve', 'grandal', 'steele dossier', 'halflifealyx', 'will hurd', 'msnbcfearsyang', 'startanargumentin4words', 'gymjordanisanidiot', 'impeachinghearing', 'fiona hill']"
325,2019-11-22,"['backinthedaydreams', 'nomaspetro', 'newmusicfriday', 'womanup', 'buttfumble', 'uga24', 'kahluasweepstakes', 'makemusicpolitical', 'teamwitt', 'fursuitfriday', 'makeachangeformx7', 'jfkassassination', 'bvbscp', 'patientsarenotfaking', 'cashappfriday', 'bbcqt', 'teslapickuptruck', 'theview', 'iflyalaska', 'fridayfeeling', 'disneyfrozen2atkohls', 'mr. bolton', 'us senator', 'scientologist', 'u.s. intelligence says', 'abreu', 'peggy noonan', 'robert woodard', 'deborah chow', 'east room', 'all susd', 'fox & friends', 'blame game', 'runaway', 'naomi campbell', 'sacha baron cohen', 'so appalled', 'paderborn', 'gahan wilson', 'roofles', 'florida dog', 'dortmund', 'mbdtf', 'testify', 'devil in a new dress', 'thanksgivingin4words', 'moscowmarsha', 'in2020imgoingtoquit', 'byebyeelise', 'freecodefridaycontest']"
326,2019-11-23,"['cyclonenation', 'bcvsnd', 'stillhereformx7', 'newknjmerch', 'uscvsucla', 'doctorwhoday', 'howyoucantellmyage', 'copalibertadores2019', 'nunesresign', 'fibonacciday', 'thingsihatebeingtoldtodo', 'thegame', 'ugavstamu', 'ultimatewhatifs', 'myfirstparentingmistake', 'kufball', 'tamuvsuga', 'whereiroot', 'uclavsusc', 'mciche', 'caturday', 'merrychristmasjustin', 'ut martin', 'nate stanley', 'stevie scott', 'giles jackson', 'nittany lions', 'justin hilliard', 'dax hill', 'journey brown', 'max duffy', 'arsenal', 'lamont wade', 'clifford', 'western carolina', 'gus johnson', 'levis', 'james franklin', 'ivy league', 'weare', 'harvard and yale', 'dlibyh', 'superman and the avengers', 'ryan day', 'boycottmsnbc', 'gobucks', 'fields', 'psuvsosu', 'penn state', 'chase young']"
327,2019-11-24,"['riphara', 'detvswas', 'sundaythoughts', 'fundly', 'myfavoriteindianfood', 'shumun', 'fakeavocadofacts', 'giants', 'miavscle', 'takeflight', 'gobills', 'carvsno', 'oakvsnyj', 'allen robinson', 'the seahawks', 'golden tate', 'doug pederson', 'shurmur', 'mike glennon', 'devin bush', 'ronald darby', 'metcalf', 'mike groh', 'joe haden', 'vita vea', 'tyler boyd', 'rosas', 'jared cook', 'ginn', 'jameis', 'greg ward', 'jarvis landry', 'rashaad penny', 'mccown', 'pj williams', 'chris godwin', 'cam jordan', 'daniel jones', 'sam darnold', 'dj moore', 'carr', 'frank gore', 'nygvschi', 'lgbtqts', 'herewego', 'carson', 'eagles', 'jets', 'seavsphi', 'wentz']"
328,2019-11-25,"['peterbergman', 'imasurvivorbecause', 'ivawa', 'mauiinvitational', 'phtyd', 'mtgsecretlair', 'musicmonday', 'avlnew', 'whenimfarfromhome', 'trumpcheats', 'takeaquoteshopping', 'gtmcontest14', 'overheardfromtheilluminati', 'helluvaboss', 'orangetheworld', 'askrank', 'turkeydaytraditions', 'prince_wooyoung_day', 'myberniestory', 'sarahsandersisaliar', 'oddthingstofindinyourbackyard', 'gymsharkblackout', 'abu bakr al-baghdadi', 'trump and melania', 'synchrony', 'bret stephens', 'chosen one', 'aphelios', 'college hill', 'tom crean', 'red rifle', 'biletnikoff award', 'deyjah', 'taylor williams', 'lamelo', 'no vaseline', 'john simon', 'tony sanchez', 'josh johnson', 'jared and ivanka', 'aniah blanchard', 'andy dalton', 'obi toppin', 'rick perry', 'colourpopdeals', 'thanksgivingweek', 'mondaymotivation', 'redtabletalk', 'renewannewithane', 'conan']"
329,2019-11-26,"['doritosdewdrop', 'venomtournament', '1millionkids', 'cupmoment', 'ifgrandmahad', 'thanksgivingtravel', 'traveltuesday', 'forumcutriviasweepstakes', 'hereforredvelvet', 'championsleague', 'gtmcontest36', 'svt1stdaesang', 'giveaworldofgood', 'tinaturner', 'riplewis', 'howigetcreative', 'blueheartsforwonho', 'hbdloey', 'whatmusictaughtus', 'snowstorm', 'saveannewithanne', 'lasttexttotheex', 'millenniumtour2020', 'turkeypardon', 'petebuttigiegisalyingmf', 'ubbi dubbi', 'john sherman', 'maybach o', 'sam dyson', 'the house judiciary committee', 'john schnatter', 'sammie', 'broyles award', 'off da zoinkys', 'bread and butter', 'j boog', 'isco', 'be best', 'mark penn', 'bill peters', 'melania trump', 'peta', 'kingshawaiian', 'bow wow', 'igot7_proud_of_got7', 'nationalcakeday', 'tuesdaythoughts', 'papa john', 'imwithaew', 'omarion']"
330,2019-11-27,"['barcabvb', 'tastefulgirl', 'chelseafc', 'bighitaddsubs', 'larain', 'protectmonstax7', 'jinfesta_d2', 'gratefulforbts', 'livnap', 'juliajpama', 'thingstostuffbesidestheturkey', 'gtmcontest57', 'itwouldseemtome', 'awaeseason4', 'makeitreign', 'geographicalbooks', 'pringles', 'vcfche', 'directorofbuttlicking', 'christian pulisic', 'kovacic', 'sean taylor', 'willian', 'juwan howard', 'davies', 'rakitic', 'kink', 'favorite game', 'brent faiyaz', 'wass', 'jerraud powers', 'stallone', 'derek shelton', 'ivan drago', 'clive james', 'pomeranz', 'padres', 'titanfall 2', 'urias', 'ty lue', 'the irishman', 'wednesdaywisdom', 'mcdelivery', 'abolishice', 'kepa', 'valencia', 'rocky', 'valche', 'goldlink', 'happythanksgiving']"
331,2019-11-28,"['ifightforthem', 'boilerup', 'titleofmyhallmarkmovie', 'sweepstakesentry', 'mytop3', 'probowlvote', 'nflonfox', 'onepride', 'thebodyremembers', 'scott mitchell', 'charles leno', 'e.t.', 'mahomes and watson', 'darius slay', 'tarik cohen', 'marvin jones', 'lancaster', 'jerome boger', 'leonard floyd', 'team snapchat', 'anthony miller', 'palmdale', 'duel of the fates', 'happy turkey', 'ford field', 'golladay', 'nationaldogshow', 'macysdayparade', 'brothers osborne', 'dogthanking', 'bears', 'david blough', 'trubisky', 'chivsdet', 'happy thanksgiving', 'lakeshow', 'wednesdaythoughts', 'aewdynamite', 'istandwithmelissa', 'blackhairchallenge', 'anthonydavis', 'bajwaextention', 'afldraft', 'mingi', 'lakerswin', 'morningrushatl', 'gtmcontest69', 'mama2019', 'peppermintpatty', 'whenitstooquieti']"
332,2019-11-29,"['facemojikeyboard', 'dayafterthanksgiving', 'makemyfriday', 'caradune', 'astinkyday', 'askava', 'born2rap', 'tornadowarning', 'summertimeshootout3', 'neverleavemx7', 'kyloandrey', 'mnwildfirst', 'leftovers', 'nyrvsbos', 'georgeharrison', 'gohoos', 'bosvsbkn', 'gtmcontest99', 'applecup', 'ttuvstex', 'halak', 'vin scully', 'daniel young', ""wan'dale robinson"", 'mona shores', 'kj smith', 'the jeff foxworthy show', 'sweet victory', 'tayvion robinson', 'jaret patterson', 'caden sterns', 'chytil', 'hazelton', 'roschon johnson', 'shopaholic', 'be prepared', 'chapter 4', 'armando bacot', 'hendon hooker', 'david brooks', 'texas tech', 'makesmewanttohide', 'devin duvernay', 'cole anthony', 'optoutside', 'protecttaehyung', 'vtvsuva', 'bryce perkins', 'london bridge', 'blackfriday']"
333,2019-11-30,"['signsimburnedout', 'rivalryweek', 'clemson', 'livbha', 'chewhu', 'onmysexualtodolist', 'thoughtsthatcheermeup', 'ironbowl', 'rowtheboat', 'beatosu', 'igotwokewhen', 'btsatmma', 'saturdaythoughts', 'ugavsgt', 'michvsosu', 'ohiostatefootball', 'euro2020', 'thegame', 'kakko', 'gattis', 'geoff collins', 'tee higgins', 'ronnie bell', 'joel klatt', 'david bell', 'pete werner', 'ann arbor', 'sampson james', 'go buckeyes', 'big house', 'barry odom', 'shaun wade', 'wolverines', 'jk all day', 'trevor lawrence', 'terrelle pryor', 'chris olave', 'jim harbaugh', 'okudah', 'garrett wilson', 'lynn bowden', 'gus johnson', 'heautifulharries', 'don brown', 'shea patterson', 'goblue', 'gobucks', 'dobbins', 'smallbusinesssaturday', 'osuvsmich']"
334,2019-12-01,"['nyjvscin', 'gtmcontest148', 'rosaparks', 'wasvscar', 'whamageddon', 'december1st', 'brownsvssteelers', 'oleout', 'tbvsjax', 'leieve', 'tenvsind', 'balvssf', 'ffnow', 'fakebabyyodafacts', 'nflsunday', 'sundaymorning', 'twittermomentsofthedecade', 'munavl', 'phivsmia', 'bringmebojangles', 'clevspit', 'villa', 'blake martinez', 'metlife', '49ers vs ravens', 'leicester', 'adam vinatieri', 'josh sweat', 'pat sullivan', 'ihop', 'chuck todd', 'everton', 'jack doyle', 'ronald darby', 'tj watt', 'allen lazard', 'jarvis landry', 'fred warner', 'devin white', 'deebo', 'chad thomas', 'mack hollins', 'devante parker', 'mark andrews', 'askfft', 'worldaidsday', 'kevin king', 'gbvsnyg', 'lgbtqfamily', 'sfvsbal']"
335,2019-12-02,"['letmx7choose', 'themagicians', 'spotifywrapped', 'facup', 'prettylittlewishes', 'happybirthdaybritney', '6yearswithtaeyong', 'askremi', 'cop25', 'betterthanleftovers', 'adoreyou', 'dlibyhmusicvideo', '12daysoftribeday2', 'snowday', 'shesmypresident', 'doritosdewdrop', 'gunlawssavelives', 'shiveringmovies', '31gifts', 'nationalmuttday', 'ballondor', 'macyscm', 'arsd', 'waukesha south high school', 'port vale', 'jagged little pill', 'steve bullock', ""she's 17"", 'broyles award', 'david lee roth', 'hader', 'mike leach to ole miss', 'culberson', 'sandy leon', 'eddie johnson', 'lisa page', 'meet the depressed', 'duncan hunter', 'bloomberg news', 'profar', 'coach pete', 'yiaysong', 'twittermomentofthedecade', 'armyselcaday', 'jimmy lake', 'chris petersen', 'givingtuesday', 'lil bub', 'van halen', 'cybermonday']"
336,2019-12-03,"['crisisoninfinteearths', 'residentevil3', 'forbesunder30', 'gtlive', 'twittermomentsofdecade', 'attractyourtribe', 'mpatuo', 'holidayhacks', 'thingsthatshouldntexist', 'absolutpromo', 'burmci', 'snapdragonsummit', 'ewgc', 'doritosdrewdrop', 'gaylordpr', 'haloreach', 'impeachmentreport', 'ruinaholidaysong', 'khive', 'house intel', 'sheen', 'susd', 'liz cheney', 'stop by scc', 'projection', 'nasreddine', 'nemesis', 'shiggy', 'forest', 'hurney', 'd.c. fontana', 'gabriel jesus', 'macron', 'saint-14', 'steyer', 'perry fewell', 'tepper', 'playstation 2', 'apologizetoseungri', 'attorney general', 'jinday', 'simoncowellisoverparty', 'offset', 'subkunwrapped', 'kamala harris', 'ron rivera', 'givingtuesday', 'cpasummit', 'phase4', 'hpediscovermore']"
337,2019-12-04,"['txt7throty', 'bond25', 'stuartscottday', 'happybirthdayjayz', 'blackpinkattokyodome', 'ifthenutcrackerguarded', 'igot7_proud_of_got7', 'inthenameofcl', 'proudofateez', 'mamaredcarpet', 'felizmiercoles', 'fickle', 'humpdaaaaaayyyy', 'wayv', '1linewed', 'notimetodie', 'riseoftheresistance', 'myworkdaypassesquicklywhen', 'bwl soty', 'theres more', 'journey to myself', 'im so proud of them', 'click click bang bang', 'good wednesday', 'fred hampton', 'congratulations bts', 'worldwide fans choice', 'congrats bts', 'daesang all kill', 'watch the throne', 'hump day', 'song request', 'happy 50th', 'jihyo', 'worldwide icon of the year', 'hwasa', 'reasonable doubt', 'trudeau', 'happy founders', 'onlyhappensatwalmart', 'jay z', 'nationalcookieday', 'hov50', 'princess anne', 'wednesdaywisdom', 'btsxmama', 'theprofit', 'empire', '곤돌이에게물어바', 'youngandpregnant']"
338,2019-12-05,"['dalvschi', 'subcommtech', 'forbeshealth', 'goodthingscometothosewho', 'gqbestdressed_kai', 'maraiscameo', 'beatarmy', 'njchangemakers', 'my8great', 'felizjueves', 'guru', 'krampusnacht', 'stickwithmx7', 'delabear', 'repealday', 'charlesoverby', 'internationalvolunteerday', 'hairlove', 'iseemtoremember', 'worldsoilday', 'lovemynewspaper', 'icantimaginemylife', 'alitasequel', 'bebestmyass', 'jollyjohn', 'sailtoeroda', 'christmastreefarm', 'trumpisalaughingstock', 'little richard', 'sean duffy', 'lippie', 'reggie love', 'happy friday eve', 'gong li', 'lordstown', 'acc coach of the year', 'rand paul', 'pop rap', 'narvaez', 'clean the swamp', 'reflection', 'evil corp', 'house speaker nancy pelosi', 'mushu', 'speaker pelosi', 'mulan', 'americansforimpeachment', 'spotifywrapped2019', 'thursdaythoughts', 'pitmad']"
339,2019-12-06,"['bbcdebate', 'taylorbucks', 'interroma', 'themandalorion', 'badweathertunes', 'jobsreport', 'activeshooter', 'p4a2019', 'ifihadmoreguidance', 'epicrespectmonstax7', 'newmusicfriday', 'ilikeitbetterwhen', 'linefriendsgiveaway', 'proudofliam', 'archivessweaterweather', 'broadwayinhawaii', 'artof2019', 'funfactfriday', 'kfanbbm', 'wouldbringmetotears', 'epicpartner', 'ghostbustersafterlife', 'climatestrike', 'worstbarsofthedecade', 'rent $650', 'reno 911', 'king salman', 'nimrata', 'southern columbia', 'brad brach', 'amy sedaris', 'beilein', 'stormi', 'orlando scandrick', 'marriage story', 'voting rights act', 'jamal khashoggi', 'sheogorath', 'patrick reed', 'frank ordonez', 'ray j', 'pensacola', 'fridayfeeling', 'tmgtour', 'christmastreefarmwatchparty', 'confederate', 'cashappchillfriday', 'nikki haley', 'liampayneisoverparty', 'saudi']"
340,2019-12-07,"['thunderup', 'hawaiiwvb', 'dateline', 'fridaynight', '반드시_널_찾을게', 'utahfootball', 'rightbesidewonho', 'aviationgin', 'getwellsoonjooheon', 'dreamcatcherinla', 'saturdaythoughts', 'weloveanne', 'boozydisney', 'kh3remind', 'electricxmas', 'whensomethingisspecial', 'rosebowl', 'igot5wordsforxmas', 'lalvspor', 'btsxaz', 'addadiseaseimproveanything', 'toiletgate', 'wewantstargate', 'livepd', 'bathandbodyworks', 'btsinseattle', 'verifydnp3', 'goducks', 'the utes', 'troy dye', 'mario cristobal', 'steven adams', 'olaf is 5', 'kayvon thibodeaux', 'yozora', 'jordan bell', 'scott foster', 'ed reed', 'lakers 20-3', 'bazemore', 'huntley', 'alamo bowl', 'the bucks', 'rodney hood', 'chris paul', 'btsxjingleball', 'obsession2ndwin', 'clubtwitter', 'katyperryisoverparty', 'depressionfeelslike']"
341,2019-12-08,"['big12championship', 'ufcdc', 'secchampionship', 'bigtenchamps', 'wmmc19', 'metvlostinspace', 'mainechristmasondaig', 'njwk14', 'velvet', 'twtfinals2019', 'drstone', 'foodwars', 'stevenuniversefuturespoilers', 'thetitleofsantasautobiography', 'demonslayer', 'iloveitwhenyoutreatme', 'shippuden', 'joinmejazza', 'holdonforwonho', 'lupinthe3rd', 'lightssongsandmovies', 'toonami', 'dababy', 'njwtl', 'sundaythoughts', 'baylor', 'clemson', 'ruiz', 'joe burrow', 'brother nature', 'wisconsin', 'dan miragliotta', 'devyne', 'drama alert', 'tommy callaway', 'jiminie', 'epic mickey', 'ngannou', 'hiromu', 'mike bibby', 'ibushi', 'ryu lee', 'timmy thick', 'linda ronstadt', 'overeem', 'johnlennon', 'theunwrittentwitterrules', 'boremein4words', 'happybirthdaynicki', 'straykidscomeback']"
342,2019-12-09,"['casteam19', 'kirkdouglas', 'nctzenselcaday', 'r6mas', 'whuars', 'mythreewordpetpeeve', 'learnfwd19', 'inmygingerbreadhouse', 'taylorwins10s', 'strikeoutals', 'sonicisoverparty', '12daysoftribeday9', 'bankpopaccounts', 'hourofcode', 'okboomermovies', 'igreport', 'bill hemmer', 'rikishi', 'adam jones', 'doj ig', 'todd phillips', 'john durham', 'inspector general', 'paul volcker', 'paul rudd', 'bioshock', 'crossfire hurricane', 'kai forbath', 'mr. collins', 'aventura', 'horowitz', 'rep. collins', 'jtbc', 'carter page', 'stephen strasburg', 'stranger things', 'the ig', 'steele', 'mondaymotivation', 'goldenglobes', 'starwarsandkohls', 'fisa', 'mattgaetzisatool', 'pete frates', 'goldman', 'ghostbusters', 'nick cannon', 'lizzo', 'impeachmenthearings', 'googledoodle']"
343,2019-12-10,"['coloradogivesday', 'whyiwantblood', 'youknowitsfakewhen', 'fltravelchat', 'forumcutriviasweepstakes', 'jtbc_정식사과해', 'fansided250', 'streamromance', 'rudolphsdarksecret', 'myegowouldtellyou', 'championsleague', 'indieworld', 'rtholidaze', 'netneutrality', 'tuesdaythoughts', 'naby keita', 'skatebird', 'obstruction of congress', 'garcía luna', 'boras', 'nill', 'haaland', 'dreamville', 'mystery team', 'wray', 'streets of rage 4', 'buku', 'phillip rivers', 'resident evil 3', 'roxette', 'boyfriend dungeon', 'axiom verge 2', 'jim montgomery', 'nafta', 'sports story', 'lavrov', 'sticker mule', 'mo salah', 'lauren london', 'pete williams', 'salzburg', 'usmca', 'humanrightsday', 'salliv', 'ripnickcannon', 'mac pro', 'impeachandconvicttrump', 'barr', 'brockhampton', 'jersey city']"
344,2019-12-11,"['ruinareindeer', 'curbyourenthusiasm', 'fomc', 'therevefestivalfinale', 'indiedevhour', 'judaism', 'internationalmountainday', 'insideyouaretwowolvesand', 'nationalappday', 'standfirmformx7', 'internetforthefuture', 'hamsforhunger', 'timepoy', 'adweekchat', 'vawa4all', 'whenitwontstop', 'fixmyflex', 'disabilityablesplained', 'cbugrad', '12daysoftribeday11', 'impeachandconvict', 'sagawards', 'heavymetalachristmassong', 'horowitzigreport', 'ripnickcanon', 'intheheightsmovie', 'rizzo', 'carey mulligan', 'feinstein', 'phoenix wright', 'gabriel jesus', 'time magazine', 'mike lee', 'ben sasse', 'hawk harrelson', 'sears', 'mouthful', 'rian', 'largent', 'arenado', 'immigrant song', 'santana', 'black hebrew israelites', 'lindsey graham', 'greta', 'blacksforyang', 'senatehearing', 'wednesdaywisdom', 'giftofsox', 'youtubeisoverparty']"
345,2019-12-12,"['alliwantforchristmasis', 'twittersmarter', 'shapeofmyheart', 'monbebeselcaday', 'armeniangenocide', 'generalelection2019', 'wpmoychallenge', 'gameawards2019', 'travelhappy', 'presentsforbobbarker', 'yolistenstarship', 'mattgaetz', 'andthatswhenitallhitme', 'refundpete', 'liptonrealiteas', 'jimjordan', 'franksinatra', 'youtubeisover', 'bts23m', 'rare', 'masswomen', 'happybirthdaytaylor', 'fineline', 'gretathunbergoutdidtrump', 'our lady of guadalupe', 'gardy', 'something in the water', 'legere', 'dirty diana', 'porcello', 'shazam 2', 'rainbow is magic', 'eric holder', 'dirty iyanna', 'shump', 'vitamin c', 'clinton portis', 'chao in space', 'austin romine', 'duis', 'rule 5', 'hank johnson', 'aspergers', 'hader', 'thursdaythoughts', 'intheheightsmovie', 'sitw', 'impeachmentdebate', 'alaskahappyhour', 'bebest']"
346,2019-12-13,"['toppsmas', 'bubba', 'dlibyhstreamingparty', 'littlefireseverywhere', 'electionresults2019', 'r6usn', 'stuffmystocking', 'peppaparty', 'guard383', 'friyay', 'happyfridaythe13th', 'naugrad', 'nationaldayofthehorse', 'warmupwithjameson', '온유한_진기의_31번째_겨울', 'fundandrewyang', 'newmusicfriday', 'monstax_jingleball_ny', 'sleighingsongs', 'psychecladybird', 'talesfromholidayshopping', 'askpanda', 'chapter 6', 'saint west', 'jessica eye', '""bloomberg""', 'phase one', 'johnny cammareri', 'kim and kanye', '29th street', 'on sale now', ""jacob's ladder"", 'flamingos', '6 underground', 'tarik black', 'the professional', 'carl cox', 'bill burr', 'west lafayette', 'kaytranada', 'moonstruck', 'tom joyner', 'janoris jenkins', 'happybirthdaytaylor', 'z100jingleball', 'moscowmitchmcconnell', 'thingsnotinthebible', 'danny aiello', 'impeached', 'friday the 13th']"
347,2019-12-14,"['5soswins10s', 'newusesforgiftwrap', 'collegegameday', 'orevsmich', 'livwat', 'thankmas', 'utoledo19', 'souwhu', 'leinor', 'jackets50', 'mx7willremain', 'blackfamous', 'rwby7spoilers', 'flashesforever', 'spreadjoyin5words', 'iwouldrepeat', 'nyetbebest', 'btswin10s', 'dirtydonald', 'missworld2019', 'publicedforum', 'firstjewishpresident', 'star wars event', 'watford', 'piqué', 'north dakota state', 'isaiah livers', 'coutinho', 'vangioni', 'dejulius', 'busquets', 'james cook', 'milb', 'funes mori', 'snkrs', 'lampard', 'stevie ticks', 'frankie beverly', 'rob manfred', 'bournemouth', 'breds', 'chebou', 'mr. nancy', 'caturday', '1dboybandofthedecade', 'santacon', 'armynavygame', 'sandyhook', 'vante', 'ayusgiveaway']"
348,2019-12-15,"['cnnsotu', 'houvsten', 'topgun', 'phivswas', 'lastminutegifts', '15for15', 'muneve', 'icanbewonoverby', 'livestockoffwhitedunklow', 'noiseama', 'seavscar', 'stupidestthingsiveeverdone', 'hugsforjisung', 'iwouldbut', 'denvskc', 'getwellsoonhan', 'coys', 'blackoutbts', 'fantasyfootballplayoffs', 'chivsgb', 'kiss108jingleball', 'boycotthallmarkchannel', 'magajaw', 'sundaythoughts', 'adama traore', 'will hurd', 'will fuller', 'kean', 'guendouzi', 'rob riggle', 'kolasinac', 'laird', 'emmanuel clase', 'delino', 'jay glazer', 'admitme', 'arrowhead', 'hot sauce', 'rip radio', 'deshields', 'leno', 'anna karina', 'ozil', 'de bruyne', 'asklauren', 'ffnow', 'happyholigays', 'arsmci', 'kluber', 'askfft']"
349,2019-12-16,"['uwcoffeebreak', 'caaprotests', 'vibes12daysofchristmas', 'ucldraw', 'greenlightny', 'disneyparkslive', 'breakthroughsummit', 'earthwindandfire', 'caratselcaday', 'youcantgiftwrap', 'finalewithwendy', 'toppsmas', 'asugrad', 'askbruceanything', 'mancrushmonday', 'impactedu19', 'bostonteaparty', 'victorymonday', 'fightharderformx7', '6yearswithmarklee', 'lawx', '아육대_스태프_사과해', 'imexcitedfor', 'musicmonday', 'janeausten', '6ix9ine', 'mondaynightmiracle', 'battleofthebulge', 'jroc', 'not so dead fandom', 'slotkin', 'william webster', 'net rankings', 'schwarber', 'arteta', 'amber alert', 'fred glass', 'magenta elephant', 'lou city', 'kumail', 'carly fiorina', 'wack 100', 'paid leave', 'united republican party', 'pepsihalftimesweeps', 'ateezworldtour', 'fakeriseofskywalkerspoilers', 'top gun', 'theview', 'mondaymotivation']"
